Jahr  Januar  Februar  März  April  Mai  Juni  Juli  August  	September  Oktober  November  Dezember  Summe
1963 	16.4 	32.5 	67.0 	33.2 	26.8 	85.0 	14.8 	124.0 	20.7 	47.8 	106.0 	2.1 	576.3
1964 	12.2 	40.4 	89.5 	37.6 	34.4 	37.8 	3.9 	57.7 	61.2 	45.8 	62.3 	23.7 	506.5
1965 	107.0 	26.5 	82.5 	80.6 	98.3 	126.2 	114.9 	44.1 	77.5 	7.8 	129.0 	128.0 	1022.4
1966 	45.0 	48.0 	50.0 	56.0 	49.0 	119.6 	58.4 	123.0 	35.7 	54.8 	50.1 	116.2 	805.8
1967 	32.5 	34.8 	64.1 	27.8 	76.8 	55.0 	60.3 	60.7 	99.7 	75.0 	59.3 	72.6 	718.6
1968 	80.5 	69.7 	44.2 	136.0 	71.7 	106.9 	105.2 	191.3 	84.7 	43.1 	25.0 	42.2 	1000.5
1969 	41.0 	84.7 	71.8 	87.3 	91.9 	109.7 	50.7 	106.2 	21.4 	4.1 	89.5 	31.7 	790.0
1970 	63.9 	144.8 	46.7 	89.2 	160.0 	62.1 	73.0 	40.5 	54.4 	39.6 	44.4 	36.6 	855.2
1971 	33.0 	17.0 	29.7 	19.5 	68.0 	90.5 	11.3 	49.2 	21.4 	23.2 	86.9 	12.4 	462.1
1972 	25.4 	7.9 	35.5 	70.0 	96.5 	92.2 	47.6 	80.2 	31.1 	28.8 	125.8 	19.2 	660.2
1973 	19.9 	54.2 	17.3 	62.0 	93.8 	94.9 	101.5 	71.3 	23.1 	73.7 	93.6 	50.6 	755.9
1974 	40.5 	61.5 	66.3 	20.5 	50.3 	63.6 	98.4 	42.8 	33.2 	141.0 	64.6 	78.7 	761.4
1975 	56.0 	26.6 	53.4 	40.0 	53.8 	160.1 	115.5 	98.0 	96.2 	23.9 	69.8 	27.0 	820.3
1976 	71.8 	21.7 	26.1 	61.2 	38.5 	17.9 	87.7 	32.3 	123.1 	48.0 	56.9 	63.1 	648.3
1977 	79.9 	111.7 	30.4 	38.1 	25.0 	105.2 	33.1 	56.3 	42.0 	29.3 	97.0 	51.9 	699.9
1978 	45.2 	44.5 	64.2 	31.8 	256.8 	100.4 	124.1 	55.2 	51.6 	42.1 	21.5 	125.1 	962.5
1979 	38.6 	78.9 	90.0 	69.7 	48.4 	38.8 	31.7 	78.4 	25.2 	33.8 	80.0 	82.2 	695.7
1980 	63.7 	44.8 	34.3 	50.6 	63.0 	118.0 	161.0 	63.8 	32.8 	92.6 	39.8 	68.6 	833.0
1981 	74.3 	42.3 	59.9 	71.2 	68.8 	115.7 	64.6 	39.1 	52.0 	220.0 	60.9 	145.7 	1014.5
1982 	84.1 	10.8 	61.8 	27.5 	58.9 	135.7 	109.5 	63.3 	35.4 	135.0 	46.8 	143.6 	912.4
1983 	50.4 	48.7 	49.3 	141.0 	164.7 	31.9 	18.5 	21.3 	56.8 	44.2 	45.3 	39.8 	711.9
1984 	121.1 	75.6 	18.4 	47.5 	131.3 	78.8 	72.2 	23.4 	119.7 	45.0 	59.2 	37.2 	829.4
1985 	58.9 	48.3 	45.6 	48.7 	98.1 	95.2 	74.5 	29.6 	39.0 	11.3 	93.4 	53.2 	695.8
1986 	98.4 	12.7 	66.9 	89.9 	83.3 	56.4 	60.8 	133.6 	97.2 	89.8 	42.2 	71.8 	903.0
1987 	41.9 	48.2 	65.6 	24.0 	123.0 	131.1 	101.1 	58.7 	41.5 	81.5 	62.8 	30.8 	810.2
1988 	91.1 	108.2 	148.0 	33.0 	60.2 	55.7 	81.5 	53.4 	84.7 	80.7 	39.5 	99.2 	935.2
1989 	20.4 	57.1 	34.8 	123.2 	26.0 	47.4 	58.0 	36.5 	15.2 	41.7 	41.7 	130.3 	632.3
1990 	32.6 	106.1 	24.3 	35.6 	7.1 	109.8 	26.6 	38.8 	64.5 	66.1 	93.5 	92.4 	697.4
1991 	59.7 	22.8 	27.0 	23.0 	17.0 	55.0 	66.0 	10.0 	71.0 	33.0 	86.0 	55.0 	525.5
1992 	42.2 	42.2 	103.9 	43.0 	57.4 	123.0 	61.6 	63.7 	33.3 	115.0 	118.8 	31.3 	835.4
1993 	77.4 	17.2 	22.0 	41.0 	89.0 	82.0 	91.0 	33.0 	91.0 	106.6 	30.0 	166.7 	846.9
1994 	62.9 	49.5 	71.0 	91.0 	83.5 	91.6 	32.9 	68.1 	106.2 	33.0 	37.5 	79.0 	806.2
1995 	124.1 	52.7 	84.8 	64.1 	102.0 	65.3 	85.9 	57.6 	99.5 	36.1 	81.9 	56.8 	910.8
1996 	3.5 	60.8 	22.3 	30.3 	118.3 	85.3 	69.5 	51.1 	17.2 	67.4 	115.0 	50.2 	690.9
1997 	20.3 	133.5 	40.2 	25.6 	57.5 	141.7 	103.3 	51.5 	11.6 	64.1 	65.5 	73.6 	788.4
1998 	61.6 	21.6 	34.1 	94.2 	29.0 	71.9 	51.4 	22.9 	74.0 	132.5 	58.9 	24.6 	676.7
1999 	59.6 	55.7 	88.0 	48.5 	73.6 	74.9 	70.0 	37.0 	70.0 	48.7 	49.9 	165.7 	841.6
2000 	27.0 	77.2 	61.7 	48.9 	89.3 	37.5 	112.0 	52.0 	87.8 	43.2 	72.7 	46.5 	755.8
2001 	70.5 	60.0 	134.4 	81.4 	37.4 	80.3 	47.7 	31.5 	97.2 	52.3 	82.3 	98.1 	873.1
2002 	27.7 	128.8 	59.0 	34.6 	142.2 	53.7 	156.0 	47.8 	82.5 	90.0 	100.7 	58.6 	981.6
2003 	101.8 	12.8 	24.1 	27.6 	67.5 	61.4 	64.4 	24.1 	23.6 	93.1 	42.8 	23.1 	566.3
2004 	101.3 	29.5 	22.9 	23.6 	55.8 	50.1 	61.1 	106.9 	38.8 	98.1 	38.9 	34.0 	661.0
2005 	33.1 	51.8 	35.1 	76.2 	65.7 	21.8 	88.3 	73.4 	31.1 	34.5 	29.5 	62.6 	603.1
2006 	25.4 	44.2 	85.4 	33.6 	64.2 	65.2 	131.7 	156.7 	26.8 	136.0 	35.6 	45.8 	850.6
